"Connected","Activation lock","Full OS","Model","Serial","Battery","Carrier network","IMEI","Name","Tags","ICCID","Supervised?","Managed?","Missing apps"
"2021-08-01T05:36:46.000Z","Disabled","12.5.1","iPad Air","F8QN10RMFK14","91%","-","-","F8QN10RMFK14","","-","Yes","Yes","0"
"2021-06-10T04:21:56.000Z","Disabled","12.5.1","iPad Air","F8QP4001FK10","93%","-","-","F8QP4001FK10","","-","Yes","Yes","0"
"2020-05-14T07:14:47.000Z","Disabled","12.4.3","iPad Air","F8QP401CFK10","30%","-","-","F8QP401CFK10","","-","Yes","Yes","2"
"2021-06-22T12:35:24.000Z","Disabled","12.5.1","iPad Air","F8QP402BFK10","64%","-","-","F8QP402BFK10","","-","Yes","Yes","0"
"2021-06-11T00:02:54.000Z","Disabled","12.5.3","iPad Air","F8QP406BFK10","100%","-","-","F8QP406BFK10","","-","Yes","Yes","0"
"2021-08-01T05:09:46.000Z","Disabled","12.5.1","iPad Air","F8QP5002FK10","100%","-","-","F8QP5002FK10","","-","Yes","Yes","0"
"2021-06-10T04:27:24.000Z","Disabled","12.5.1","iPad Air","F8QPF02LFK10","100%","-","-","F8QPF02LFK10","","-","Yes","Yes","0"
"2021-06-10T04:54:41.000Z","Disabled","12.5.1","iPad Air","F8QPF02NFK10","100%","-","-","F8QPF02NFK10","","-","Yes","Yes","3"
"2021-06-11T05:25:03.000Z","Disabled","12.5.1","iPad Air","F8QPF02RFK10","100%","-","-","F8QPF02RFK10","","-","Yes","Yes","0"
"2021-06-18T02:14:03.000Z","Disabled","12.5.1","iPad Air","F8QPF02TFK10","99%","-","-","F8QPF02TFK10","","-","Yes","Yes","0"
"2021-06-10T04:29:31.000Z","Disabled","12.5.1","iPad Air","F8QPF031FK10","62%","-","-","F8QPF031FK10","","-","Yes","Yes","0"
"2020-03-18T00:14:36.000Z","Disabled","12.4.3","iPad Air","F8QPF035FK10","46%","-","-","F8QPF035FK10","","-","Yes","Yes","2"
"2021-06-10T04:23:30.000Z","Disabled","12.5.1","iPad Air","F8QPF037FK10","20%","-","-","F8QPF037FK10","","-","Yes","Yes","0"
"2020-05-14T07:14:53.000Z","Disabled","12.4.3","iPad Air","F8QPF038FK10","37%","-","-","F8QPF038FK10","","-","Yes","Yes","2"
"2020-03-10T02:17:56.000Z","Disabled","12.4.4","iPad Air","F8QPF03FFK10","0%","-","-","F8QPF03FFK10","","-","Yes","Yes","2"
"2020-02-27T03:08:03.000Z","Disabled","12.4.5","iPad Air","F8QPF03GFK10","23%","-","-","F8QPF03GFK10","","-","Yes","Yes","2"
"2021-06-22T12:33:12.000Z","Disabled","12.5.3","iPad Air","F8QPF03VFK10","72%","-","-","F8QPF03VFK10","","-","Yes","Yes","0"
"2021-08-11T21:28:49.000Z","Disabled","12.5.3","iPad Air","F8QPF04CFK10","100%","-","-","F8QPF04CFK10","","-","Yes","Yes","0"
"2021-06-10T04:23:46.000Z","Disabled","12.5.1","iPad Air","F8QPF04EFK10","89%","-","-","F8QPF04EFK10","","-","Yes","Yes","0"
"2021-06-10T04:29:57.000Z","Disabled","12.5.1","iPad Air","F8QPF04JFK10","100%","-","-","F8QPF04JFK10","","-","Yes","Yes","0"
"2021-06-11T05:18:32.000Z","Disabled","12.5.3","iPad Air","F8QPF04QFK10","15%","-","-","F8QPF04QFK10","","-","Yes","Yes","0"
"2021-07-19T00:26:47.000Z","Disabled","12.5.3","iPad Air","F8QPF04VFK10","100%","-","-","F8QPF04VFK10","","-","Yes","Yes","0"
"2020-05-14T06:51:35.000Z","Disabled","12.4.3","iPad Air","F8QPF051FK10","25%","-","-","F8QPF051FK10","","-","Yes","Yes","2"
"2021-05-16T05:48:42.000Z","Disabled","12.5.1","iPad Air","F8QPF055FK10","100%","-","-","F8QPF055FK10","","-","Yes","Yes","0"
"2021-08-01T05:44:10.000Z","Disabled","12.5.1","iPad Air","F8QPF05AFK10","100%","-","-","F8QPF05AFK10","","-","Yes","Yes","0"
"2021-06-11T05:25:07.000Z","Disabled","12.5.1","iPad Air","F8QPF05EFK10","87%","-","-","F8QPF05EFK10","","-","Yes","Yes","0"
"2021-06-09T21:51:35.000Z","Disabled","12.5.1","iPad Air","F8QPF05HFK10","92%","-","-","F8QPF05HFK10","","-","Yes","Yes","0"
"2021-06-13T08:01:51.000Z","Disabled","12.5.3","iPad Air","F8QPF05KFK10","100%","-","-","F8QPF05KFK10","","-","Yes","Yes","0"
"2021-06-10T04:22:17.000Z","Disabled","12.5.1","iPad Air","F8QPQ09EFK10","75%","-","-","F8QPQ09EFK10","","-","Yes","Yes","0"
"2021-06-10T04:44:18.000Z","Disabled","12.5.1","iPad Air","F8QPQ0BPFK10","100%","-","-","F8QPQ0BPFK10","","-","Yes","Yes","0"
"2021-08-02T00:29:54.000Z","Disabled","12.5.1","iPad Air","F8QPQ0BZFK10","100%","-","-","F8QPQ0BZFK10","","-","Yes","Yes","0"
"2021-06-10T04:25:58.000Z","Disabled","12.5.1","iPad Air","F8QPQ0DVFK10","85%","-","-","F8QPQ0DVFK10","","-","Yes","Yes","0"
"2021-06-11T01:46:55.000Z","Disabled","12.5.3","iPad Air","F8QPQ0E6FK10","100%","-","-","F8QPQ0E6FK10","","-","Yes","Yes","0"
"2021-06-11T05:18:55.000Z","Disabled","12.5.1","iPad Air","F8QPQ0E8FK10","100%","-","-","F8QPQ0E8FK10","","-","Yes","Yes","0"
"2020-02-27T03:01:16.000Z","Disabled","12.4.5","iPad Air","F8QPQ0ECFK10","17%","-","-","F8QPQ0ECFK10","","-","Yes","Yes","2"
"2021-06-10T04:39:29.000Z","Disabled","12.5.1","iPad Air","F8QPQ0EXFK10","1%","-","-","F8QPQ0EXFK10","","-","Yes","Yes","0"
"2021-05-31T17:33:18.000Z","Disabled","12.5.1","iPad Air","F8QPQ0EYFK10","5%","-","-","F8QPQ0EYFK10","","-","Yes","Yes","0"
"2021-03-09T22:19:16.000Z","Disabled","12.5.1","iPad Air","F8QPQ0FCFK10","100%","-","-","F8QPQ0FCFK10","","-","Yes","Yes","2"
"2021-07-19T00:27:19.000Z","Disabled","12.5.3","iPad Air","F8QPQ0FYFK10","100%","-","-","F8QPQ0FYFK10","","-","Yes","Yes","0"
"2021-06-10T04:30:17.000Z","Disabled","12.5.1","iPad Air","F8QPQ0G7FK10","28%","-","-","F8QPQ0G7FK10","","-","Yes","Yes","0"
"2021-06-11T05:18:08.000Z","Disabled","12.5.1","iPad Air","F8QPQ0GCFK10","100%","-","-","F8QPQ0GCFK10","","-","Yes","Yes","0"
"2021-06-10T04:33:11.000Z","Disabled","12.5.1","iPad Air","F8QPQ0H4FK10","68%","-","-","F8QPQ0H4FK10","","-","Yes","Yes","0"
"2021-08-01T03:29:42.000Z","Disabled","12.5.4","iPad Air","F8QPQ0HAFK10","100%","-","-","F8QPQ0HAFK10","","-","Yes","Yes","0"
"2021-06-11T05:22:07.000Z","Disabled","12.5.1","iPad Air","F8QPQ0HYFK10","100%","-","-","F8QPQ0HYFK10","","-","Yes","Yes","0"
"2020-05-27T01:02:15.000Z","Disabled","12.4.4","iPad Air","F8QPQ0K8FK10","5%","-","-","F8QPQ0K8FK10","","-","Yes","Yes","2"
"2021-08-01T04:15:52.000Z","Disabled","12.5.1","iPad Air","F8QPQ0K9FK10","100%","-","-","F8QPQ0K9FK10","","-","Yes","Yes","0"
"2021-06-10T04:21:55.000Z","Disabled","12.5.1","iPad Air","F8QPQ0KBFK10","75%","-","-","F8QPQ0KBFK10","","-","Yes","Yes","0"
"2021-06-10T04:26:27.000Z","Disabled","12.5.1","iPad Air","F8QPQ0KUFK10","72%","-","-","F8QPQ0KUFK10","","-","Yes","Yes","0"
"2021-06-09T21:59:10.000Z","Disabled","12.5.1","iPad Air","F8QPT1TBFK14","100%","-","-","F8QPT1TBFK14","","-","Yes","Yes","0"
"2021-06-10T04:23:30.000Z","Disabled","12.5.1","iPad Air","F8QPT22KFK14","37%","-","-","F8QPT22KFK14","","-","Yes","Yes","0"
"2021-06-22T04:35:36.000Z","Disabled","12.5.3","iPad Air","F8QQK08UFK14","0%","-","-","F8QQK08UFK14","","-","Yes","Yes","0"
"2021-06-10T04:20:29.000Z","Disabled","12.4.4","iPad Air (Cellular)","F8QRT02YF4YD","5%","-","352057062885383","F8QRT02YF4YD","Twilio","8901260862291935251","Yes","Yes","0"
"2021-06-10T04:33:58.000Z","Disabled","12.5.1","iPad Air","F8QRV01EFK14","0%","-","-","F8QRV01EFK14","","-","Yes","Yes","0"
"2021-06-11T05:18:44.000Z","Disabled","12.5.1","iPad Air","F8QRV02XFK14","66%","-","-","F8QRV02XFK14","","-","Yes","Yes","0"
"2021-06-11T05:21:01.000Z","Disabled","12.5.1","iPad Air","F8QRV099FK14","100%","-","-","F8QRV099FK14","","-","Yes","Yes","0"
"2021-07-19T00:51:42.000Z","Disabled","12.5.4","iPad Air (Cellular)","F8QRW009F4YD","76%","-","352057063193456","F8QRW009F4YD","","8961025715442970298","Yes","Yes","0"
"2020-01-01T19:05:19.000Z","Disabled","12.4.4","iPad Air (Cellular)","F8QRW00FF4YD","3%","-","352056063715185","F8QRW00FF4YD","","8961025716451323718","Yes","Yes","3"
"2020-10-15T06:18:20.000Z","Disabled","12.4.5","iPad Air (Cellular)","F8QRW00LF4YD","93%","-","352057063193514","F8QRW00LF4YD","","89610300001120032029","Yes","Yes","2"
"2021-08-01T05:56:30.000Z","Disabled","12.5.4","iPad Air (Cellular)","F8QRW00VF4YD","100%","-","352057062886472","F8QRW00VF4YD","Twilio","8901260862291352580","Yes","Yes","0"
"2021-07-27T20:16:46.000Z","Disabled","12.4.5","iPad Air (Cellular)","F8QRW00XF4YD","0%","-","352057063193597","F8QRW00XF4YD","","8901260862291935210","Yes","Yes","0"
"2019-12-28T11:35:22.000Z","Disabled","12.4.4","iPad Air (Cellular)","F8QRW011F4YD","1%","-","352056063715615","F8QRW011F4YD","","89610300001120031237","Yes","Yes","3"
"2020-11-16T23:14:39.000Z","Disabled","12.4.3","iPad Air (Cellular)","F8QRW01JF4YD","62%","-","352056063715607","F8QRW01JF4YD","","89610300001120095893","Yes","Yes","2"
"2020-11-21T01:46:10.000Z","Disabled","12.4.5","iPad Air (Cellular)","F8QRW01KF4YD","50%","-","352056063715573","F8QRW01KF4YD","","-","Yes","Yes","2"
"2021-08-01T16:18:00.000Z","Disabled","12.5.4","iPad Air (Cellular)","F8QRW01MF4YD","64%","-","352057062886738","F8QRW01MF4YD","TwilioSuperSIM","89883070000012025217","Yes","Yes","0"
"2021-08-01T05:44:49.000Z","Disabled","12.5.1","iPad Air (Cellular)","F8QRW03TF4YD","100%","-","352056063507269","F8QRW03TF4YD","Twilio","8901260862291935285","Yes","Yes","0"
"2020-02-27T02:43:12.000Z","Disabled","12.4.5","iPad Air (Cellular)","F8QRX00KF4YH","87%","-","352057063277028","F8QRX00KF4YH","","89610300001656317364","Yes","Yes","2"
"2021-08-01T05:11:02.000Z","Disabled","12.5.1","iPad Air (Cellular)","F8QRX04PF4YH","100%","-","352056063523860","F8QRX04PF4YH","","8961025715442970124","Yes","Yes","0"
"2021-05-30T03:04:14.000Z","Disabled","12.4.4","iPad Air (Cellular)","F8QRX05RF4YH","98%","-","352057063330108","F8QRX05RF4YH","","89610300001120032086","Yes","Yes","0"
"2021-08-09T05:24:26.000Z","Disabled","12.5.1","iPad Air (Cellular)","F8QRX05SF4YH","69%","-","352056063289801","F8QRX05SF4YH","","8961025715442970231","Yes","Yes","0"
"2021-08-01T05:56:24.000Z","Disabled","12.5.1","iPad Air (Cellular)","F8QRX05XF4YH","100%","-","352056063536474","F8QRX05XF4YH","Twilio","8901260862291935277","Yes","Yes","0"
"2021-07-26T09:23:21.000Z","Disabled","12.5.4","iPad Air (Cellular)","F8QRX060F4YH","38%","-","352056063535864","F8QRX060F4YH","TwilioSuperSIM","89610300001120031666","Yes","Yes","0"
"2021-06-10T04:38:23.000Z","Disabled","12.5.1","iPad Air (Cellular)","F8QRX061F4YH","0%","-","352057063329530","F8QRX061F4YH","Twilio","8901260862291352648","Yes","Yes","0"
"2021-08-01T05:56:56.000Z","Disabled","12.5.4","iPad Air (Cellular)","F8QRX062F4YH","100%","-","352056063289850","F8QRX062F4YH","TwilioSuperSIM","89883070000001216181","Yes","Yes","0"
"2021-06-29T16:39:37.000Z","Disabled","12.5.1","iPad Air (Cellular)","F8QRX066F4YH","34%","-","352056063535955","F8QRX066F4YH","Twilio","8901260862291352598","Yes","Yes","0"
"2020-10-29T18:28:56.000Z","Disabled","12.4.5","iPad Air (Cellular)","F8QRX067F4YH","75%","-","352056063289645","F8QRX067F4YH","recently-added","89610300001656317455","Yes","Yes","2"
"2021-05-30T03:06:36.000Z","Disabled","12.4.5","iPad Air (Cellular)","F8QRX06JF4YH","100%","-","352056063302398","F8QRX06JF4YH","recently-added","89610300001120062240","Yes","Yes","0"
"2021-08-09T05:23:14.000Z","Disabled","12.5.1","iPad Air (Cellular)","F8QRX06KF4YH","79%","-","352056063302703","F8QRX06KF4YH","","8961025715442971932","Yes","Yes","0"
"2021-06-11T05:19:36.000Z","Disabled","12.5.1","iPad Air (Cellular)","F8QRX06NF4YH","100%","-","352056063537647","F8QRX06NF4YH","Twilio","8961025719546259152","Yes","Yes","0"
"2021-08-01T06:38:56.000Z","Disabled","12.4.5","iPad Air (Cellular)","F8QRX06XF4YH","100%","-","352056063537662","F8QRX06XF4YH","TwilioSuperSIM","89883070000012025175","Yes","Yes","0"
"2021-08-01T13:50:01.000Z","Disabled","12.5.4","iPad Air (Cellular)","F8QRX06ZF4YH","81%","-","352057063381671","F8QRX06ZF4YH","TwilioSuperSIM","89883070000001215787","Yes","Yes","0"
"2021-07-02T16:03:31.000Z","Disabled","12.5.3","iPad Air (Cellular)","F8QRX070F4YH","1%","-","352056063537696","F8QRX070F4YH","Twilio","8961025719546259319","Yes","Yes","0"
"2021-06-21T21:43:36.000Z","Disabled","12.5.1","iPad Air (Cellular)","F8QRX071F4YH","93%","-","352057063439974","F8QRX071F4YH","Twilio","8901260862291352655","Yes","Yes","0"
"2020-03-16T03:07:36.000Z","Disabled","12.4.4","iPad Air (Cellular)","F8QRX07LF4YH","0%","-","352056063667741","F8QRX07LF4YH","","8961025715442970322","Yes","Yes","2"
"2021-08-01T07:31:05.000Z","Disabled","12.4.5","iPad Air (Cellular)","F8QRX089F4YH","100%","-","352056063318725","F8QRX089F4YH","recently-added","8961025715442971668","Yes","Yes","0"
"2021-05-30T04:59:40.000Z","Disabled","12.4.5","iPad Air (Cellular)","F8QRX08BF4YH","100%","-","352056063318642","F8QRX08BF4YH","","-","Yes","Yes","0"
"2020-10-30T10:10:54.000Z","Disabled","12.4.5","iPad Air (Cellular)","F8QRX096F4YH","12%","-","352056063667626","F8QRX096F4YH","","-","Yes","Yes","3"
"2021-07-19T00:12:28.000Z","Disabled","12.5.3","iPad Air (Cellular)","F8QRX09BF4YH","97%","-","352057063439453","F8QRX09BF4YH","","8961025716451323668","Yes","Yes","0"
"2021-06-01T21:38:46.000Z","Disabled","12.5.3","iPad Air (Cellular)","F8QRX09CF4YH","30%","-","352057061463596","F8QRX09CF4YH","","8961025715442971619","Yes","Yes","0"
"2021-08-01T06:52:27.000Z","Disabled","12.4.5","iPad Air (Cellular)","F8QRX09SF4YH","100%","-","352057061463505","F8QRX09SF4YH","","89883070000012025225","Yes","Yes","0"
"2021-08-01T06:48:40.000Z","Disabled","12.4.5","iPad Air (Cellular)","F8QRX0A3F4YH","100%","-","352057061463521","F8QRX0A3F4YH","","-","Yes","Yes","0"
"2021-08-09T05:21:54.000Z","Disabled","12.5.4","iPad Air (Cellular)","F8QS301XF4YH","100%","-","352056063491209","F8QS301XF4YH","","8961025715442970215","Yes","Yes","0"
"2021-05-26T23:11:26.000Z","Disabled","12.4.5","iPad Air (Cellular)","F8QS303BF4YH","0%","-","352057063688158","F8QS303BF4YH","","89610300003148815591","Yes","Yes","0"
"2021-07-07T16:52:48.000Z","Disabled","12.5.3","iPad Air (Cellular)","F8QS303FF4YH","3%","-","352056063231357","F8QS303FF4YH","Twilio","8901260862291352630","Yes","Yes","0"
"2021-08-01T12:56:30.000Z","Disabled","12.4.4","iPad Air (Cellular)","F8QS303HF4YH","46%","-","352056063231407","F8QS303HF4YH","","89883070000012025167","Yes","Yes","0"
"2021-08-09T05:19:55.000Z","Disabled","12.5.3","iPad Air (Cellular)","F8QS402EF4YJ","18%","-","352056063096164","F8QS402EF4YJ","Twilio","8901260862291352572","Yes","Yes","0"
"2020-11-16T23:09:42.000Z","Disabled","12.4.5","iPad Air (Cellular)","F8QS406HF4YJ","70%","-","352056063637892","F8QS406HF4YJ","","89610300001120032144","Yes","Yes","3"
"2021-08-01T05:11:37.000Z","Disabled","12.5.1","iPad Air (Cellular)","F8QS406SF4YJ","100%","-","352057063569515","F8QS406SF4YJ","","8961025716434058530","Yes","Yes","0"
"2020-01-07T08:02:58.000Z","Disabled","12.4.4","iPad Air (Cellular)","F8QS406UF4YF","0%","-","352057063570240","F8QS406UF4YF","","8961025716434058639","Yes","Yes","3"
"2021-08-09T05:12:13.000Z","Disabled","12.5.4","iPad Air (Cellular)","F8QS4070F4YJ","66%","-","352057062926781","F8QS4070F4YJ","Twilio","8901260862291935335","Yes","Yes","0"
"2021-08-09T05:24:27.000Z","Disabled","12.5.4","iPad Air (Cellular)","F8QS4075F4YJ","62%","-","352057063569093","F8QS4075F4YJ","","8961025716434058654","Yes","Yes","0"
"2021-08-01T09:49:09.000Z","Disabled","12.5.4","iPad Air (Cellular)","F8QS407XF4YJ","100%","-","352057063569036","F8QS407XF4YJ","TwilioSuperSIM","89883070000012025191","Yes","Yes","0"
"2021-07-27T04:34:24.000Z","Disabled","12.4.5","iPad Air (Cellular)","F8QS5006F4YF","0%","-","352056063639211","F8QS5006F4YF","","-","Yes","Yes","0"
"2021-06-10T04:11:02.000Z","Disabled","12.5.1","iPad Air (Cellular)","F8QS5007F4YF","5%","-","352057063547883","F8QS5007F4YF","Twilio","8901260862291935293","Yes","Yes","0"
"2021-08-01T13:21:47.000Z","Disabled","12.5.4","iPad Air (Cellular)","F8QS500AF4YF","3%","-","352056063639427","F8QS500AF4YF","TwilioSuperSIM","89883070000012025183","Yes","Yes","0"
"2021-07-06T04:29:07.000Z","Disabled","10.3.3","iPhone 5c","F8RP4011FFHN","0%","Carrier","013994001004604","F8RP4011FFHN","Twilio","8901260862291352663","Yes","Yes","0"
"2021-07-20T03:51:45.000Z","Disabled","10.3.3","iPhone 5c","F8RPT075FFHM","0%","Carrier","358790051666869","F8RPT075FFHM","Twilio","8901260862291352788","Yes","Yes","0"
"2021-07-05T02:37:16.000Z","Disabled","10.3.3","iPhone 5c","F8RQ203EFFHK","18%","Carrier","358818053286525","F8RQ203EFFHK","","8901260862291352861","Yes","Yes","0"
"2021-06-22T00:33:35.000Z","Disabled","10.3.3","iPhone 5c","F8RQ210LFFHH","27%","Carrier","358818053286962","F8RQ210LFFHH","Twilio","8901260862291352929","Yes","Yes","0"
"2021-08-05T08:46:16.000Z","Disabled","10.3.3","iPhone 5c","F8RQC0HJFM21","2%","Jersey Telecom","358792050679109","F8RQC0HJFM21","TwilioSuperSIM recently-added","89883070000001216017","Yes","Yes","0"
"2021-06-18T02:42:45.000Z","Disabled","10.3.3","iPhone 5c","F8RQL09KFFHR","100%","Carrier","358794053382863","F8RQL09KFFHR","Twilio","8901260862291352812","Yes","Yes","0"
"2021-07-19T00:23:10.000Z","Disabled","10.3.3","iPhone 5c","F8VQC08AFFHR","94%","Carrier","358815053176169","F8VQC08AFFHR","Twilio","-","Yes","Yes","0"
"2021-08-05T21:23:44.000Z","Disabled","10.3.3","iPhone 5c","FCCML2E1FFHL","0%","Jersey Telecom","013835004392431","FCCML2E1FFHL","TwilioSuperSIM","89883070000001215878","Yes","Yes","0"
"2021-07-13T04:06:04.000Z","Disabled","10.3.3","iPhone 5c","FCCNP0THG07K","81%","Carrier","013977000764708","FCCNP0THG07K","Twilio","8901260862291352937","Yes","Yes","0"
"2021-08-04T21:31:51.000Z","Disabled","10.3.3","iPhone 5c","FCCP20W7G07T","0%","Jersey Telecom","358833054052040","FCCP20W7G07T","TwilioSuperSIM","89883070000001215795","Yes","Yes","0"
"2020-03-17T18:37:35.000Z","Disabled","10.3.3","iPhone 5c","FCDN7F5SFFHL","46%","voda AU","013993000608878","FCDN7F5SFFHL","","89610300001120062398","Yes","Yes","2"
"2021-07-04T20:50:51.000Z","Disabled","10.3.3","iPhone 5c","FCDND3KMG07K","68%","Carrier","013836006363784","FCDND3KMG07K","PeopleCounter Twilio","8901260862291352952","Yes","Yes","0"
"2021-08-01T11:15:54.000Z","Disabled","10.3.3","iPhone 5c","FCDNK0M9G07K","100%","Jersey Telecom","013974000871500","FCDNK0M9G07K","TwilioSuperSIM","89883070000001216074","Yes","Yes","0"
"2019-04-04T07:22:17.000Z","Enabled","10.3.3","iPhone 5c","FCFP50EYG07R","9%","voda AU","358803055405471","FCFP50EYG07R","","89610300001120031948","Yes","Yes","3"
"2021-07-07T04:36:21.000Z","Disabled","10.3.3","iPhone 5c","FCGNL3ARG07T","83%","Carrier","358831051691547","FCGNL3ARG07T","Twilio","8901260862291352770","Yes","Yes","0"
"2021-06-18T19:48:33.000Z","Disabled","10.3.3","iPhone 5c","FCGP50R2G07Q","14%","Carrier","358834054553862","FCGP50R2G07Q","Twilio","8901260862291352838","Yes","Yes","0"
"2021-07-05T03:56:48.000Z","Disabled","10.3.3","iPhone 5c","FFMMP2R8FFHJ","100%","Carrier","013999000141042","FFMMP2R8FFHJ","","8901260862291350170","Yes","Yes","0"
"2021-06-10T00:47:15.000Z","Disabled","10.3.3","iPhone 5c","FFMMP3PZFFHL","20%","Carrier","013976000074282","FFMMP3PZFFHL","Twilio","8901260862291352994","Yes","Yes","0"
"2021-08-02T21:14:31.000Z","Disabled","10.3.3","iPhone 5c","FFMMX1ASFFHL","0%","Jersey Telecom","013998000287516","FFMMX1ASFFHL","TwilioSuperSIM","89883070000001215886","Yes","Yes","1"
"2021-07-01T07:47:44.000Z","Disabled","10.3.3","iPhone 5c","FFMN5433G07R","82%","Carrier","358802050906657","FFMN5433G07R","Twilio","8901260862292281739","Yes","Yes","0"
"2021-07-15T03:14:14.000Z","Disabled","10.3.3","iPhone 5c","FFMN55RZFFHN","100%","Carrier","013896003067846","FFMN55RZFFHN","TwilioSuperSIM","8901260862292281762","Yes","Yes","0"
"2021-06-14T22:02:14.000Z","Disabled","10.3.3","iPhone 5c","FFMN64SBG07T","2%","Carrier","358544059587332","FFMN64SBG07T","Twilio","8901260862291352754","Yes","Yes","0"
"2021-07-15T23:18:12.000Z","Disabled","10.3.3","iPhone 5c","FFMNK2UCG07R","100%","Jersey Telecom","358831052921455","FFMNK2UCG07R","TwilioSuperSIM","89883070000001216058","Yes","Yes","0"
"2021-06-11T13:29:39.000Z","Disabled","10.3.3","iPhone 5c","FFMNL19TG07K","0%","Carrier","013835006668143","FFMNL19TG07K","Twilio","8901260862291352895","Yes","Yes","0"
"2019-08-25T21:26:08.000Z","Disabled","12.3","iPhone 7","FFMVC1CXHG6W","100%","-","355826089130446","FFMVC1CXHG6W","","-","Yes","Yes","2"
"2021-06-16T23:44:32.000Z","Disabled","14.5.1","iPhone 8","FFMXJ1KBJC6J","44%","-","352996099009667","FFMXJ1KBJC6J","","8961025719549337773","Yes","Yes","0"
"2021-07-21T06:50:31.000Z","Disabled","14.5.1","iPhone 8","FFMXJE0LJC6G","84%","-","352996098864708","FFMXJE0LJC6G","TwilioSuperSIM recently-added","89883070000006950180","Yes","Yes","0"
"2021-07-01T07:38:53.000Z","Disabled","14.5.1","iPhone 8","FFMXN3FNJC6J","98%","-","356098090143391","FFMXN3FNJC6J","TwilioSuperSIM recently-added","89883070000006950164","Yes","Yes","0"
"2021-07-21T06:49:50.000Z","Disabled","14.5.1","iPhone 8","FFMXN8TJJC6G","92%","-","356098090224688","FFMXN8TJJC6G","TwilioSuperSIM recently-added","89883070000006950198","Yes","Yes","0"
"2021-07-05T01:02:04.000Z","Disabled","14.5.1","iPhone 8","FFMXNCNNJC6H","100%","-","356094090048797","FFMXNCNNJC6H","TwilioSuperSIM recently-added","89883070000006950024","Yes","Yes","0"
"2021-07-21T06:51:55.000Z","Disabled","14.5.1","iPhone 8","FFMXRD7KJC6J","100%","-","356097091507968","FFMXRD7KJC6J","TwilioSuperSIM recently-added","89883070000006950347","Yes","Yes","0"
"2021-07-16T04:16:51.000Z","Disabled","14.5.1","iPhone 8","FFMXT74DJC6C","99%","-","354895096220855","FFMXT74DJC6C","TwilioSuperSIM recently-added","89883070000006950115","Yes","Yes","0"
"2019-11-05T20:55:35.000Z","Enabled","12.3","iPhone 7","FK1S8B6THG71","58%","-","359127071684417","FK1S8B6THG71","FreedomPop","-","Yes","Yes","2"
"2019-11-03T19:34:40.000Z","Disabled","12.3","iPhone 7","FK1T33BNHG6W","67%","-","355343084741086","FK1T33BNHG6W","","-","Yes","Yes","2"
"2021-06-10T04:09:01.000Z","Disabled","10.3.3","iPhone 5c","FR3RF021FLFT","95%","-","358550055257929","FR3RF021FLFT","","-","Yes","Yes","0"
"2019-08-25T21:24:21.000Z","Disabled","12.3","iPhone 7","FX5WF2NTHG6W","100%","-","359465085865493","FX5WF2NTHG6W","","-","Yes","Yes","2"
"2021-08-01T06:49:53.000Z","Disabled","14.3","iPhone 7","FYNTF0UKHG7P","100%","-","355322084375327","FYNTF0UKHG7P","","8961025719506869602","Yes","Yes","0"
"2021-07-30T23:24:34.000Z","Disabled","14.3","iPhone 7","FYNTG1UKHG7P","100%","-","355316086221521","FYNTG1UKHG7P","","8961025719506869768","Yes","Yes","0"
"2019-11-05T21:53:13.000Z","Enabled","12.2","iPhone 7","FYNTV0N4HG71","56%","-","355826084743029","FYNTV0N4HG71","","-","Yes","Yes","2"
"2019-05-18T16:38:16.000Z","Disabled","12.2","iPhone 7","FYNTV0WPHG6W","55%","-","355826084966646","FYNTV0WPHG6W","FreedomPop","-","Yes","Yes","3"
"2021-07-19T22:35:50.000Z","Disabled","14.4.2","iPhone 7","FYNVG7P6HG7J","20%","-","356559088419838","FYNVG7P6HG7J","DevDevice PeopleCounter","8961025718009793616","Yes","Yes","0"
"2020-03-17T03:17:22.000Z","Disabled","12.1.4","iPhone 7","FYNVR2D1HG7N","38%","-","-","FYNVR2D1HG7N","","-","Yes","Yes","2"
"2021-07-12T05:09:48.000Z","Disabled","14.3","iPhone 7","FYNW11PVHG7P","2%","-","352987095741148","FYNW11PVHG7P","Twilio","8901260862292279345","Yes","Yes","0"
"2019-11-03T19:41:01.000Z","Disabled","12.2","iPhone 7","FYNW41RTHG6W","95%","-","359460084828444","FYNW41RTHG6W","FreedomPop","-","Yes","Yes","2"
"2021-08-05T08:51:34.000Z","Disabled","14.6","iPhone 7","FYNW60WVHG7P","50%","-","353072090298722","FYNW60WVHG7P","TwilioSuperSIM","89883070000001216140","Yes","Yes","0"
"2021-08-01T04:53:50.000Z","Disabled","14.3","iPhone 7","FYNW9131HG7M","100%","-","353069090621325","FYNW9131HG7M","NoFilter","8961025719506869644","Yes","Yes","0"
"2021-07-05T01:07:17.000Z","Disabled","14.3","iPhone 7","FYNXD08RHG7N","53%","-","353072096953148","FYNXD08RHG7N","","8961025718009793590","Yes","Yes","0"
"2019-11-05T21:08:41.000Z","Disabled","12.3","iPhone 7","G27V62RWHG71","82%","-","355824088666494","G27V62RWHG71","","-","Yes","Yes","2"
"2019-11-06T01:18:37.000Z","Disabled","12.2","iPhone 7","G27W90WZHG7F","58%","-","354826090087958","G27W90WZHG7F","FreedomPop","-","Yes","Yes","2"
