"Name","Serial","Connected","Full OS","Model","Battery","Carrier network","Tags","ICCID","Supervised?","Managed?"
"iPad","DLXG5QYHDFHW","2021-07-10T03:58:08.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5R7ADFHW","2021-07-11T01:18:54.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG3P5YDKPH","2021-07-31T12:13:18.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DYTHT9NHDVGG","2021-07-29T02:51:43.000Z","9.3.6","iPad (3rd Gen.)","54%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG52ZUDFHW","2021-07-31T18:27:54.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGFCK5DFHY","2021-07-10T16:41:05.000Z","9.3.5","iPad 2","7%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGFCTCDFHY","2021-07-26T04:49:54.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGFDUCDFHY","2021-07-27T21:29:05.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGFCFCDFHY","2021-07-28T13:10:12.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGFDG9DFHY","2021-07-30T04:25:40.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DYTHG08ZDVGG","2021-08-02T20:41:52.000Z","9.3.6","iPad (3rd Gen.)","5%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGFE0PDFHY","2021-07-27T21:02:50.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGFFDNDFHY","2021-06-20T08:03:35.000Z","9.3.5","iPad 2","56%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGFFHYDFHY","2021-08-01T07:45:40.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVK4132DFHY","2021-08-01T07:33:31.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGFFQPDFHY","2021-08-01T06:52:21.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVLN09FDFHY","2021-08-01T07:34:38.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGR1SJDFHY","2021-07-30T23:39:40.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVHV09QDFHY","2021-08-01T07:42:45.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVG81QCDFHY","2021-07-28T13:12:26.000Z","9.3.5","iPad 2","5%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGFCTFDFHY","2021-07-25T18:42:44.000Z","9.3.5","iPad 2","5%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5FQMDFHW","2021-07-09T13:27:14.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGFDTLDKPH","2021-05-31T00:01:20.000Z","9.3.5","iPad 2","94%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG7ET5DFJ1","2021-07-06T05:39:56.000Z","9.3.5","iPad 2 (AT&T)","1%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DYTJ8WKJDKPH","2021-05-30T23:56:50.000Z","9.3.5","iPad 2","94%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5CSHDFHW","2021-07-09T00:44:46.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5R9VDFHW","2021-07-07T12:06:19.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG3FRYDKPH","2021-06-15T17:18:47.000Z","9.3.5","iPad 2","7%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGM7JSDKPH","2021-07-10T10:18:37.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG39X7DKPH","2021-07-05T15:49:49.000Z","9.3.5","iPad 2","9%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKWKL00XDFJ1","2021-07-04T23:12:22.000Z","9.3.5","iPad 2 (AT&T)","0%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5QGQDFHW","2021-05-31T00:01:14.000Z","9.3.5","iPad 2","89%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","F8QRX06LF4YH","2021-08-01T06:47:24.000Z","12.3.1","iPad Air (Cellular)","56%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","F6QQ5017FK10","2021-06-12T08:02:21.000Z","12.5.1","iPad Air","98%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5ES8DFHW","2021-05-30T23:50:15.000Z","9.3.5","iPad 2","89%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG5J3PDFHW","2021-06-17T22:43:52.000Z","9.3.5","iPad 2","93%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5URQDFHW","2021-05-16T23:56:50.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG5JG6DFHW","2021-05-30T23:58:59.000Z","9.3.5","iPad 2","86%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","F8QPF04RFK10","2021-01-16T21:51:13.000Z","12.4.8","iPad Air","82%","-","","-","No","No"
"iPad","F8QPP0U6FK10","2020-05-14T04:54:58.000Z","12.4.3","iPad Air","21%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","F8QPF04SFK10","2020-01-13T03:48:55.000Z","12.2","iPad Air","5%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVM702ADKPH","2021-08-01T07:43:21.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG5JHADFHW","2021-07-10T20:30:35.000Z","9.3.5","iPad 2","5%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG37J3DKPH","2021-08-01T07:38:06.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DYVJCUUGDKPH","2021-05-31T00:01:15.000Z","9.3.5","iPad 2","79%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQVGDE6GDFJ1","2021-07-04T22:36:23.000Z","9.3.5","iPad 2 (AT&T)","5%","-","TwilioSuperSIM","-","Yes","Yes"
"iOS device","F4GSL90QHG7H","2020-01-13T02:55:09.000Z","13","iOS device","-","-","TwilioSuperSIM","-","No","Yes"
"iOS device","CCQYN3ZTM938","2021-06-04T02:44:53.000Z","14.6","iPod Touch 7G","99%","-","DevDevice TwilioSuperSIM","-","Yes","Yes"
"G28VF04NHG6W","G28VF04NHG6W","2019-11-03T17:47:45.000Z","12.2","iPhone 7","100%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"G28TD2JWHG71","G28TD2JWHG71","2019-11-06T18:18:25.000Z","12.2","iPhone 7","69%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"G27W90WZHG7F","G27W90WZHG7F","2019-11-06T01:18:37.000Z","12.2","iPhone 7","58%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"G27V62RWHG71","G27V62RWHG71","2019-11-05T21:08:41.000Z","12.3","iPhone 7","82%","-","TwilioSuperSIM","-","Yes","Yes"
"FYNW41RTHG6W","FYNW41RTHG6W","2019-11-03T19:41:01.000Z","12.2","iPhone 7","95%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"FYNVR2D1HG7N","FYNVR2D1HG7N","2020-03-17T03:17:22.000Z","12.1.4","iPhone 7","38%","-","TwilioSuperSIM","-","Yes","Yes"
"FYNTV0WPHG6W","FYNTV0WPHG6W","2019-05-18T16:38:16.000Z","12.2","iPhone 7","55%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"FYNTV0N4HG71","FYNTV0N4HG71","2019-11-05T21:53:13.000Z","12.2","iPhone 7","56%","-","TwilioSuperSIM","-","Yes","Yes"
"FX5WF2NTHG6W","FX5WF2NTHG6W","2019-08-25T21:24:21.000Z","12.3","iPhone 7","100%","-","TwilioSuperSIM","-","Yes","Yes"
"FR3RF021FLFT","FR3RF021FLFT","2021-08-20T01:53:42.000Z","10.3.3","iPhone 5c","70%","-","TwilioSuperSIM","-","Yes","Yes"
"FK1T33BNHG6W","FK1T33BNHG6W","2019-11-03T19:34:40.000Z","12.3","iPhone 7","67%","-","TwilioSuperSIM","-","Yes","Yes"
"FK1S8B6THG71","FK1S8B6THG71","2019-11-05T20:55:35.000Z","12.3","iPhone 7","58%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"FFMVC1CXHG6W","FFMVC1CXHG6W","2019-08-25T21:26:08.000Z","12.3","iPhone 7","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QS5006F4YF","F8QS5006F4YF","2021-07-27T04:34:24.000Z","12.4.5","iPad Air (Cellular)","0%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QRX0A3F4YH","F8QRX0A3F4YH","2021-08-01T06:48:40.000Z","12.4.5","iPad Air (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QRX096F4YH","F8QRX096F4YH","2020-10-30T10:10:54.000Z","12.4.5","iPad Air (Cellular)","12%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QRX08BF4YH","F8QRX08BF4YH","2021-05-30T04:59:40.000Z","12.4.5","iPad Air (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QRW01KF4YD","F8QRW01KF4YD","2020-11-21T01:46:10.000Z","12.4.5","iPad Air (Cellular)","50%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QRV099FK14","F8QRV099FK14","2021-06-11T05:21:01.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QRV02XFK14","F8QRV02XFK14","2021-06-11T05:18:44.000Z","12.5.1","iPad Air","66%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QRV01EFK14","F8QRV01EFK14","2021-06-10T04:33:58.000Z","12.5.1","iPad Air","0%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QQK08UFK14","F8QQK08UFK14","2021-06-22T04:35:36.000Z","12.5.3","iPad Air","0%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPT22KFK14","F8QPT22KFK14","2021-06-10T04:23:30.000Z","12.5.1","iPad Air","37%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPT1TBFK14","F8QPT1TBFK14","2021-06-09T21:59:10.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0KUFK10","F8QPQ0KUFK10","2021-06-10T04:26:27.000Z","12.5.1","iPad Air","72%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0KBFK10","F8QPQ0KBFK10","2021-06-10T04:21:55.000Z","12.5.1","iPad Air","75%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0K9FK10","F8QPQ0K9FK10","2021-08-01T04:15:52.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0K8FK10","F8QPQ0K8FK10","2020-05-27T01:02:15.000Z","12.4.4","iPad Air","5%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0HYFK10","F8QPQ0HYFK10","2021-06-11T05:22:07.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0HGFK10","F8QPQ0HGFK10","2021-05-13T05:13:58.000Z","12.5.1","iPad Air","43%","-","","-","Yes","No"
"F8QPQ0HAFK10","F8QPQ0HAFK10","2021-08-01T03:29:42.000Z","12.5.4","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0H4FK10","F8QPQ0H4FK10","2021-06-10T04:33:11.000Z","12.5.1","iPad Air","68%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0GCFK10","F8QPQ0GCFK10","2021-06-11T05:18:08.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0G7FK10","F8QPQ0G7FK10","2021-06-10T04:30:17.000Z","12.5.1","iPad Air","28%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0FYFK10","F8QPQ0FYFK10","2021-07-19T00:27:19.000Z","12.5.3","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0FCFK10","F8QPQ0FCFK10","2021-03-09T22:19:16.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0EYFK10","F8QPQ0EYFK10","2021-05-31T17:33:18.000Z","12.5.1","iPad Air","5%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0EXFK10","F8QPQ0EXFK10","2021-06-10T04:39:29.000Z","12.5.1","iPad Air","1%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0EQFK10","F8QPQ0EQFK10","2021-05-13T05:13:58.000Z","12.5.1","iPad Air","74%","-","","-","Yes","No"
"F8QPQ0EFFK10","F8QPQ0EFFK10","2021-05-13T05:34:30.000Z","12.5.1","iPad Air","41%","-","","-","Yes","No"
"F8QPQ0ECFK10","F8QPQ0ECFK10","2020-02-27T03:01:16.000Z","12.4.5","iPad Air","17%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0E8FK10","F8QPQ0E8FK10","2021-06-11T05:18:55.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0E6FK10","F8QPQ0E6FK10","2021-06-11T01:46:55.000Z","12.5.3","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0DVFK10","F8QPQ0DVFK10","2021-06-10T04:25:58.000Z","12.5.1","iPad Air","85%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0BZFK10","F8QPQ0BZFK10","2021-08-02T00:29:54.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ0BPFK10","F8QPQ0BPFK10","2021-06-10T04:44:18.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ09EFK10","F8QPQ09EFK10","2021-06-10T04:22:17.000Z","12.5.1","iPad Air","75%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPQ08LFK10","F8QPQ08LFK10","2020-09-13T07:37:51.000Z","12.4.4","iPad Air","74%","-","","-","Yes","No"
"F8QPF05KFK10","F8QPF05KFK10","2021-06-13T08:01:51.000Z","12.5.3","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF05HFK10","F8QPF05HFK10","2021-06-09T21:51:35.000Z","12.5.1","iPad Air","92%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF05EFK10","F8QPF05EFK10","2021-06-11T05:25:07.000Z","12.5.1","iPad Air","87%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF05AFK10","F8QPF05AFK10","2021-08-01T05:44:10.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF055FK10","F8QPF055FK10","2021-05-16T05:48:42.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF051FK10","F8QPF051FK10","2020-05-14T06:51:35.000Z","12.4.3","iPad Air","25%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF04VFK10","F8QPF04VFK10","2021-07-19T00:26:47.000Z","12.5.3","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF04QFK10","F8QPF04QFK10","2021-06-11T05:18:32.000Z","12.5.3","iPad Air","15%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF04PFK10","F8QPF04PFK10","2020-10-29T09:14:12.000Z","12.4.5","iPad Air","100%","-","","-","Yes","No"
"F8QPF04JFK10","F8QPF04JFK10","2021-06-10T04:29:57.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF04EFK10","F8QPF04EFK10","2021-06-10T04:23:46.000Z","12.5.1","iPad Air","89%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF04CFK10","F8QPF04CFK10","2021-08-18T03:23:20.000Z","12.5.3","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF03VFK10","F8QPF03VFK10","2021-06-22T12:33:12.000Z","12.5.3","iPad Air","72%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF03GFK10","F8QPF03GFK10","2020-02-27T03:08:03.000Z","12.4.5","iPad Air","23%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF03FFK10","F8QPF03FFK10","2020-03-10T02:17:56.000Z","12.4.4","iPad Air","0%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF038FK10","F8QPF038FK10","2020-05-14T07:14:53.000Z","12.4.3","iPad Air","37%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF037FK10","F8QPF037FK10","2021-06-10T04:23:30.000Z","12.5.1","iPad Air","20%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF036FK10","F8QPF036FK10","2021-05-11T02:45:58.000Z","12.5.1","iPad Air","52%","-","","-","Yes","No"
"F8QPF035FK10","F8QPF035FK10","2020-03-18T00:14:36.000Z","12.4.3","iPad Air","46%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF031FK10","F8QPF031FK10","2021-06-10T04:29:31.000Z","12.5.1","iPad Air","62%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF02TFK10","F8QPF02TFK10","2021-06-18T02:14:03.000Z","12.5.1","iPad Air","99%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF02RFK10","F8QPF02RFK10","2021-06-11T05:25:03.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF02NFK10","F8QPF02NFK10","2021-06-10T04:54:41.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QPF02LFK10","F8QPF02LFK10","2021-06-10T04:27:24.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QP5002FK10","F8QP5002FK10","2021-08-01T05:09:46.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QP406BFK10","F8QP406BFK10","2021-06-11T00:02:54.000Z","12.5.3","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QP402BFK10","F8QP402BFK10","2021-06-22T12:35:24.000Z","12.5.1","iPad Air","64%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QP401CFK10","F8QP401CFK10","2020-05-14T07:14:47.000Z","12.4.3","iPad Air","30%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QP4001FK10","F8QP4001FK10","2021-06-10T04:21:56.000Z","12.5.1","iPad Air","93%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QN10RMFK14","F8QN10RMFK14","2021-08-01T05:36:46.000Z","12.5.1","iPad Air","91%","-","TwilioSuperSIM","-","Yes","Yes"
"F8QMX00LF4YF","F8QMX00LF4YF","2021-03-09T22:19:49.000Z","12.5.1","iPad Air (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F74SFC40HG71","F74SFC40HG71","2019-11-04T13:48:07.000Z","12.3","iPhone 7","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F73SM491HG71","F73SM491HG71","2019-05-19T19:58:05.000Z","12.2","iPhone 7","38%","-","TwilioSuperSIM","-","Yes","Yes"
"F71TT5AKHG71","F71TT5AKHG71","2019-05-18T17:42:04.000Z","12.3","iPhone 7","75%","-","TwilioSuperSIM","-","Yes","Yes"
"F71TP2WFHG71","F71TP2WFHG71","2019-05-19T13:45:05.000Z","12.3","iPhone 7","57%","-","TwilioSuperSIM","-","Yes","Yes"
"F71T307RHG7P","F71T307RHG7P","2020-03-31T03:37:00.000Z","13.3","iPhone 7","12%","-","","-","Yes","No"
"F71SRK64HG6W","F71SRK64HG6W","2019-11-06T09:59:51.000Z","12.2","iPhone 7","60%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"F71SK01MHG71","F71SK01MHG71","2019-11-03T17:46:37.000Z","12.3","iPhone 7","97%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"F71SFUYAHG71","F71SFUYAHG71","2019-11-03T18:18:52.000Z","12.3","iPhone 7","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F71S91B4HG71","F71S91B4HG71","2019-11-03T19:42:27.000Z","12.3","iPhone 7","93%","-","TwilioSuperSIM","-","Yes","Yes"
"F6QSH00CG5WQ","F6QSH00CG5WQ","2019-11-04T00:08:16.000Z","12.4","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F6QPX2LGFK14","F6QPX2LGFK14","2021-05-13T05:18:05.000Z","12.5.1","iPad Air","47%","-","","-","Yes","No"
"F6QPW0Q8FK14","F6QPW0Q8FK14","2021-06-14T20:20:14.000Z","12.5.1","iPad Air","0%","-","TwilioSuperSIM","-","Yes","Yes"
"F6QPV42TFK14","F6QPV42TFK14","2021-06-11T05:15:15.000Z","12.5.1","iPad Air","80%","-","TwilioSuperSIM","-","Yes","Yes"
"F6QPV1LLFK14","F6QPV1LLFK14","2021-06-09T21:58:55.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F6QPV15MFK14","F6QPV15MFK14","2021-06-11T05:05:12.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F6QPT23GFK14","F6QPT23GFK14","2021-06-10T04:25:00.000Z","12.5.1","iPad Air","69%","-","TwilioSuperSIM","-","Yes","Yes"
"F6QPT1PXFK14","F6QPT1PXFK14","2021-06-10T23:59:42.000Z","12.5.3","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F6QPP0H2FK14","F6QPP0H2FK14","2021-06-11T05:21:50.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F6QPP0A0FK14","F6QPP0A0FK14","2020-06-27T04:49:54.000Z","12.4.4","iPad Air","56%","-","","-","Yes","No"
"F6QN41UHDFHW","F6QN41UHDFHW","2021-05-30T23:59:45.000Z","9.3.5","iPad 2","94%","-","TwilioSuperSIM","-","Yes","Yes"
"F4KT3E85HG7F","F4KT3E85HG7F","2019-05-19T19:04:52.000Z","12.3","iPhone 7","37%","-","TwilioSuperSIM","-","Yes","Yes"
"F4JV1KMAHG6W","F4JV1KMAHG6W","2019-11-06T15:16:40.000Z","12.2","iPhone 7","62%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"F4JV11RJHG7F","F4JV11RJHG7F","2019-11-06T14:21:21.000Z","12.2","iPhone 7","64%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"F4JSG515HG6W","F4JSG515HG6W","2019-05-14T18:17:24.000Z","12.2","iPhone 7","99%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"F4HV2WD5HG6W","F4HV2WD5HG6W","2019-05-18T20:32:08.000Z","12.2","iPhone 7","76%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"F4HSP6R4HG71","F4HSP6R4HG71","2019-11-05T17:15:40.000Z","12.3","iPhone 7","50%","-","TwilioSuperSIM","-","Yes","Yes"
"F4HSM4UMHG71","F4HSM4UMHG71","2019-11-05T13:17:32.000Z","12.3","iPhone 7","80%","-","TwilioSuperSIM","-","Yes","Yes"
"F4HSK68NHG6W","F4HSK68NHG6W","2019-11-03T19:25:40.000Z","12.4","iPhone 7","66%","-","TwilioSuperSIM","-","Yes","Yes"
"F4HSJVUVHG6W","F4HSJVUVHG6W","2019-11-03T19:38:05.000Z","12.3","iPhone 7","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F4GV1TCNHG7K","F4GV1TCNHG7K","2021-08-11T16:41:12.000Z","14.7.1","iPhone 7","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F4GTVYSNHG7F","F4GTVYSNHG7F","2019-11-06T00:37:12.000Z","12.2","iPhone 7","21%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"F4GTK99SHG6W","F4GTK99SHG6W","2019-11-03T18:09:26.000Z","12.3","iPhone 7","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F4GTK1PQHG71","F4GTK1PQHG71","2019-11-03T18:35:52.000Z","12.3","iPhone 7","93%","-","TwilioSuperSIM","-","Yes","Yes"
"F4GT4CU4HG6W","F4GT4CU4HG6W","2019-05-19T14:17:32.000Z","12.2","iPhone 7","51%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"F4GSW6RBHG71","F4GSW6RBHG71","2019-11-05T21:45:46.000Z","12.2","iPhone 7","70%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"F4GSVGGGHG7F","F4GSVGGGHG7F","2019-08-25T21:32:38.000Z","12.3","iPhone 7","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F4GSR0DMHG6W","F4GSR0DMHG6W","2019-11-03T23:50:30.000Z","12.3","iPhone 7","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F4GSQ294HG7J","F4GSQ294HG7J","2020-04-08T10:13:14.000Z","13.2.3","iPhone 7","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F4GSJHAPHG7F","F4GSJHAPHG7F","2019-05-19T20:33:54.000Z","12.3","iPhone 7","43%","-","TwilioSuperSIM","-","Yes","Yes"
"F4GSF4JMHG71","F4GSF4JMHG71","2019-05-19T20:32:24.000Z","12.3","iPhone 7","69%","-","TwilioSuperSIM","-","Yes","Yes"
"F4GSD87BHG7Q","F4GSD87BHG7Q","2021-02-10T09:22:18.000Z","12.3.1","iPhone 7","3%","-","TwilioSuperSIM","-","Yes","Yes"
"F4GSC191HG71","F4GSC191HG71","2019-11-06T18:13:51.000Z","12.3","iPhone 7","58%","-","TwilioSuperSIM","-","Yes","Yes"
"F19T1J75HG71","F19T1J75HG71","2019-08-25T21:15:02.000Z","12.3","iPhone 7","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F18VF3HNHG7F","F18VF3HNHG7F","2019-11-03T19:40:11.000Z","12.3","iPhone 7","70%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"F18T22VBHG6W","F18T22VBHG6W","2019-11-03T19:25:32.000Z","12.3","iPhone 7","69%","-","TwilioSuperSIM","-","Yes","Yes"
"F18T1PTUHG71","F18T1PTUHG71","2019-11-04T23:35:36.000Z","12.2","iPhone 7","87%","-","TwilioSuperSIM","-","Yes","Yes"
"F17VQLE0HG71","F17VQLE0HG71","2019-05-17T20:15:37.000Z","12.2","iPhone 7","75%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"F17VHK3FHG71","F17VHK3FHG71","2019-05-19T19:30:46.000Z","12.3","iPhone 7","81%","-","TwilioSuperSIM","-","Yes","Yes"
"F17VG4BWHG7F","F17VG4BWHG7F","2019-11-06T02:20:24.000Z","12.3","iPhone 7","47%","-","TwilioSuperSIM","-","Yes","Yes"
"F17TK0UJHG71","F17TK0UJHG71","2019-11-06T14:11:21.000Z","12.2","iPhone 7","41%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
